earningsPerShare,hqzqdm,income,netAssets,netAssetsPerShare,netAssetsYield,netProfit,noDistributeProfit,nonDistributeProfit,profit,totalAssets,totalLiability
0.20,839103,null,null,2.55,0.0623,11706045.42,,82442786.41,11047188.08,299120475.34,149176007.24
-0.10,839104,null,null,1.83,-0.0692,-3069390.26,,-61210.28,-4781017.19,58631337.68,3621555.63
1.95,839106,null,null,5.35,0.4221,9150587.75,,12490996.01,11163069.50,41460598.96,16378195.81
0.09,839107,null,null,1.23,0.0127,906334.66,,1770191.60,125517.03,26017753.59,13243943.69
1.02,839108,null,null,7.01,0.1438,5101312.54,,-18114594.42,5101312.54,37058378.67,2025446.98
null,839109,null,null,null,null,null,,null,null,null,null
0.03,839110,null,null,1.91,0.0030,733006.49,,2583577.44,329630.50,125505261.83,77644574.86
0.29,839111,null,null,1.77,0.1661,5453214.92,,11017095.28,5110730.15,42459636.73,9498289.02
0.01,839112,null,null,0.63,-0.1504,62392.49,,-4570441.06,-917428.51,63861860.60,57732301.66
-0.12,839113,null,null,0.90,-0.1205,-2543044.37,,-2554816.75,-3290120.62,41639062.91,23904912.28
-0.20,839114,null,null,0.15,2.6338,-1915923.13,,-9459856.55,-2518898.13,2797235.04,1094646.76
0.03,839115,null,null,1.20,0.0268,761091.35,,2868076.58,964146.88,55473716.63,26703251.77
-0.01,839116,null,null,1.32,-0.0351,-132698.67,,713172.85,-493458.95,15328911.66,2123036.44
0.22,839117,null,null,1.38,0.1197,5325029.89,,6639642.29,6345350.83,61582992.46,27848752.29
0.02,839118,null,null,1.08,0.0064,506394.41,,1425437.26,309553.11,39613232.08,7142726.88
0.17,839119,null,null,1.71,0.0665,5210735.02,,8710907.02,4742095.28,112295417.55,59418020.63
0.49,839120,null,null,1.71,0.2735,4866050.35,,6296970.28,5218095.90,39309991.45,22161268.40
-0.10,839121,null,null,7.03,-0.0198,-5411943.48,,-103281832.16,-3661790.53,479775916.72,131680807.18
0.08,839122,null,null,1.82,0.0384,13414049.28,,80997723.65,13567462.25,498862835.93,164448968.79
0.23,839123,null,null,2.83,0.0624,5573133.42,,25593536.44,4732287.89,94991399.02,23998594.62
0.00,839125,null,null,1.01,-0.0494,-1529579.67,,-1898817.58,-1530050.29,33042438.42,2829748.91
-0.09,839126,null,null,1.24,-0.0778,-6786896.04,,-11328685.29,-7385613.07,194276677.70,105895305.64
0.20,839127,null,null,2.39,0.0759,5796236.80,,-915048.95,5288154.65,209058102.05,139993643.64
-0.22,839129,null,null,1.71,-0.1402,-2110052.19,,1730212.04,-2434065.50,30197595.96,13539512.69
0.03,839130,null,null,0.45,0.0714,312626.78,,-5877287.89,312626.78,15977217.20,11442093.89
-0.12,839131,null,null,0.73,-0.1640,-2471721.28,,-6198198.03,-2741222.37,53013098.15,37521173.14
-0.24,839132,null,null,1.28,-0.1741,-1219079.35,,-813705.09,-1213952.06,8099570.05,1708358.87
null,839133,null,null,null,null,null,,null,null,null,null
0.09,839135,null,null,1.51,0.0556,3666531.78,,8983214.79,3501766.81,93638055.92,27255286.09
-0.24,839136,null,null,1.73,-0.2873,-15557405.27,,5079371.53,-18670681.57,195040355.35,83012124.01
-0.03,839137,null,null,1.39,-0.0336,-372453.41,,3244346.86,-443377.59,20009284.12,3967380.50
0.11,839139,null,null,1.51,0.0773,1850746.80,,3146074.83,1426417.68,28474563.41,13354214.47
0.10,839140,null,null,1.24,0.0789,3523928.60,,-791417.98,3383500.93,66576918.41,12436815.62
0.16,839142,null,null,1.83,0.0916,4825294.41,,13080076.35,6428532.69,62901034.02,7885510.19
null,839143,null,null,null,null,null,,null,null,null,null
-0.05,839144,null,null,0.82,-0.0817,-961706.96,,-4066376.24,-1462367.30,27980711.82,11471248.51
-0.11,839145,null,null,1.19,-0.0889,-2120434.20,,-2118106.82,-2496761.69,30377215.63,6638494.95
0.24,839146,null,null,1.86,0.1404,10670711.47,,20763138.37,12056066.73,116224614.10,24927588.79
0.03,839147,null,null,0.99,-0.1556,247892.14,,-2188906.18,-1167140.33,12004166.04,1766469.67
null,839148,null,null,null,null,null,,null,null,null,null
0.00,839149,null,null,null,null,null,,null,null,null,null
-0.15,839150,null,null,0.89,-0.1525,-1746594.67,,-2279706.34,-1755811.20,14850761.01,4214264.40
0.84,839151,null,null,6.06,0.1360,4935361.57,,3088409.67,5415034.22,93658594.21,58281589.82
0.27,839153,null,null,2.66,0.0980,4358974.68,,11067411.55,4661284.53,66143167.05,23614180.28
0.22,839154,null,null,2.15,0.0468,2153790.67,,9265373.46,1386673.11,54336311.68,32878364.15
0.03,839155,null,null,1.04,0.0159,624816.28,,-125045.65,324947.48,28631929.44,7909121.88
0.04,839156,null,null,1.42,0.0184,844832.31,,8069927.27,677976.23,42789910.29,10243164.43
0.64,839158,null,null,3.66,0.1672,10183706.24,,32487968.61,9150111.98,71528111.59,13269509.02
0.31,839159,null,null,1.91,0.1720,9385686.03,,25975250.12,11432999.25,158426427.85,101034343.59
0.63,839160,null,null,6.20,0.1034,24732671.18,,139422664.28,28089538.04,328942586.74,87036937.30
-0.01,839161,null,null,2.60,-0.0102,null,,null,null,91294102.84,13233946.98
0.02,839162,null,null,2.43,0.0075,4356343.95,,31502053.57,2400034.75,1199924822.40,685692916.77
-0.16,839163,null,null,1.41,-0.1256,-3742348.07,,1931810.19,-6587797.07,38009711.53,6498487.37
0.96,839164,null,null,5.36,0.2027,10042816.28,,22534950.68,11845077.98,84323773.52,17054246.67
0.07,839166,null,null,1.11,0.0552,1685876.00,,-1532381.32,1970565.64,47507556.65,19794006.02
0.12,839167,null,null,1.57,0.0916,5003907.24,,14062397.93,6454905.55,169138640.77,101634373.11
0.02,839168,null,null,1.08,-0.0848,null,,630625.78,-1518805.20,49430401.37,27908260.53
0.14,839169,null,null,1.63,0.0581,1428299.18,,5277527.81,1049313.72,50174494.16,33854412.65
null,839170,null,null,null,null,null,,null,null,null,null
-0.02,839171,null,null,0.61,-0.1493,-116122.08,,-2792608.47,-616122.08,5965600.22,2734614.33
0.00,839172,null,null,1.16,0.0018,40343.79,,1331131.56,32449.91,18639686.20,4736867.73
0.10,839173,null,null,1.54,0.0294,1020002.52,,3417821.80,700002.96,27052861.59,11695035.11
0.06,839174,null,null,1.35,0.0432,6844950.63,,22860703.38,9128869.72,225055320.87,63145053.50
-0.14,839175,null,null,1.88,-0.0745,-727592.88,,1638904.99,-731658.96,10584507.51,1100723.38
0.84,839176,null,null,3.17,0.2932,10630724.06,,19427474.06,13542969.89,81133343.04,37731975.61
0.19,839177,null,null,1.29,0.1428,3932231.98,,4757400.38,4827657.38,42660497.60,15649122.50
-0.11,839178,null,null,1.02,-0.1162,-1694533.96,,-812206.36,-2027306.68,25693136.24,9345805.89
0.00,839179,null,null,1.97,-0.0432,94695.91,,-682203.34,-2055194.23,46909735.12,7150211.54
0.43,839180,null,null,2.20,0.1291,4258459.70,,8696126.79,2797652.66,59173958.70,37130371.26
0.07,839181,null,null,1.18,0.0530,7382369.17,,16693116.66,7070393.64,146522830.51,28677097.93
0.88,839182,null,null,2.96,0.3746,10382583.78,,14205071.77,9144187.54,47603158.14,7571470.51
0.02,839183,null,null,0.97,0.0160,158228.52,,-583047.64,156439.21,17114574.21,6868352.62
0.00,839184,null,null,1.43,-0.0045,13816.85,,-1376436.76,-519643.60,37408314.65,14366529.67
0.02,839185,null,null,1.12,-0.0147,432819.75,,470992.31,-341675.82,27786941.67,6735899.82
null,839186,null,null,null,null,null,,null,null,null,null
0.33,839187,null,null,1.63,0.1740,4941733.01,,7597587.10,4214306.12,32816342.69,8411662.04
null,839188,null,null,null,null,null,,null,null,null,null
null,839189,null,null,null,null,null,,null,null,null,null
-0.41,839190,null,null,2.12,0.0175,-5766839.16,,-5550125.82,-6920277.35,29521630.21,7966757.12
0.22,839191,null,null,6.28,0.0350,51277204.53,,536022372.90,60086346.61,3328059393.81,1844956977.30
-0.27,839192,null,null,1.43,-0.1724,-7292110.90,,444361.16,-7338471.02,84715342.53,50376430.14
0.45,839193,null,null,4.17,0.1068,1363086.58,,4047794.86,1499288.28,23885850.53,11137136.17
0.07,839194,null,null,1.39,0.0404,1773647.84,,8227781.27,1705399.01,71556819.64,35569525.06
0.10,839195,null,null,1.37,0.0673,2002471.60,,6239244.81,1512922.38,42797564.48,13513292.75
0.08,839196,null,null,1.13,0.0135,4459810.20,,5622601.22,5781638.28,123545760.78,62332013.47
-0.65,839197,null,null,3.17,-0.1871,-3301940.01,,-10318331.76,-4354217.34,178959246.35,162964282.19
-0.03,839198,null,null,1.17,-0.1055,-177519.93,,831558.87,-650588.14,13094362.87,4907284.95
0.39,839199,null,null,7.37,0.0544,1960158.33,,5793761.81,2579644.95,69409249.86,32581943.21
0.05,839200,null,null,1.27,0.0134,695510.48,,1433390.89,493658.11,39689569.49,20678848.42
0.02,839201,null,null,0.83,0.0202,1656057.75,,-15267134.13,1676295.09,229509307.63,162982188.91
0.04,839202,null,null,2.07,0.0230,488431.39,,-5011991.02,570750.65,213540785.53,122390179.65
null,839203,null,null,1.34,-0.0136,100145.05,,1466772.81,-239621.61,49442210.40,24620524.26
0.04,839204,null,null,2.16,0.3900,1820352.90,,10808284.39,443622.82,113643306.96,17832949.92
0.11,839205,null,null,1.59,0.0644,4176756.59,,7770070.82,4376024.64,130077069.90,70051528.25
0.18,839206,null,null,1.83,0.1023,5051516.69,,14179781.00,6479805.97,69026265.63,14558744.92
0.27,839207,null,null,2.45,0.1136,8467727.51,,20351911.96,11286366.42,127774805.21,50622245.28
-0.06,839208,null,null,1.22,-0.0559,-1714687.10,,-6176213.77,-2060867.85,74815852.06,38310024.89
0.76,839210,null,null,5.68,0.1198,14323110.20,,15428753.16,16284022.55,154939955.15,48248662.72
0.12,839212,null,null,0.66,0.0694,3742884.17,,-10207837.32,3771410.90,74270343.92,54478181.24
0.07,839213,null,null,1.47,0.0492,1410124.34,,7245529.09,1938872.00,38428383.78,9100352.41
-0.07,839214,null,null,2.11,-0.0295,-802192.93,,6115391.27,-749901.57,71964166.50,48534580.27
-0.02,839215,null,null,1.12,-0.0211,-648477.74,,326105.98,-2063245.09,70793129.98,41639862.90
0.35,839216,null,null,1.90,0.1855,15217487.87,,15563744.07,19578850.51,117025053.78,34715306.08
-0.05,839217,null,null,1.69,-0.0335,-1608097.18,,8401321.74,-1898179.71,293189321.58,239223221.77
0.15,839218,null,null,1.43,0.0877,4478245.75,,12642344.73,4678744.13,46062598.89,3035122.97
-0.72,839219,null,null,0.56,-0.8522,-7559749.97,,-9001992.53,-11267735.41,45913488.19,40115538.66
-0.02,839220,null,null,1.55,-0.1326,-211820.48,,2171150.39,-2305160.07,16030826.33,542833.16
0.00,839221,null,null,1.00,-0.0386,312010.07,,-11866813.50,-45800803.41,2841069796.90,1951472881.88
-0.36,839222,null,null,1.21,-0.3672,-4827463.93,,-7885571.98,-6184604.55,33997607.59,17478329.98
0.02,839223,null,null,31991249.39,0.0045,453728.73,,2155450.28,294625.31,70209635.23,38218385.84
0.10,839224,null,null,1.37,0.0630,4797300.24,,14521833.29,4572146.01,144989215.91,77780907.92
0.80,839225,null,null,3.90,0.2196,17429486.60,,33506972.15,22209442.09,207161460.39,122689749.70
null,839226,null,null,null,null,null,,null,null,null,null
null,839227,null,null,null,null,null,,null,null,null,null
0.17,839228,null,null,1.39,0.0596,4009574.88,,6470761.49,1346844.57,61102143.66,27782149.96
0.22,839229,null,null,4.69,0.0555,2629032.18,,7880797.50,3053706.99,189638343.69,133393729.72
0.09,839231,null,null,2.67,0.0304,948012.54,,3930385.93,887952.72,59864055.15,33140339.93
0.11,839232,null,null,0.98,0.0877,1694887.32,,-3138872.57,1574054.07,29938565.12,15265386.68
0.16,839233,null,null,1.19,0.0739,2119027.66,,889862.67,1487585.78,42253251.60,26711208.73
0.36,839234,null,null,3.00,0.1599,23112543.30,,46735811.84,20921583.24,408932191.87,180616310.98
0.44,839236,null,null,3.25,0.1463,1009583.66,,-513858.79,2399197.50,38904640.96,25180719.59
0.33,839237,null,null,3.41,0.0946,2147642.50,,4644296.15,2762821.63,101234891.86,79171176.94
-0.01,839238,null,null,0.95,-0.0420,-765810.60,,-3118575.53,-2784152.92,119484188.74,69937417.75
0.03,839239,null,null,1.37,0.0081,358630.09,,357715.79,113162.86,25858649.56,9405854.47
0.02,839240,null,null,2.41,-0.0369,215239.47,,7583383.99,-1101466.40,26612298.22,1671641.98
0.15,839241,null,null,4.36,0.0328,5083744.43,,24204464.64,4783744.43,239876320.46,91466119.56
0.42,839243,null,null,3.44,0.1219,21238445.78,,79218632.75,21950344.39,255203306.47,83256648.11
null,839244,null,null,null,null,null,,null,null,null,null
0.01,839245,null,null,1.23,0.0103,392226.67,,1785285.59,441311.11,72267318.55,35305398.71
null,839246,null,null,null,null,null,,null,null,null,null
0.01,839247,null,null,5.82,0.0020,293500.60,,633448.22,448666.86,336242829.41,56642943.63
-0.06,839248,null,null,1.01,-0.0606,-2141278.48,,-749979.24,-2100282.28,72167645.56,37881436.38
0.04,839249,null,null,1.38,0.0041,755983.36,,4784762.02,132989.38,92625524.39,64970270.89
0.03,839251,null,null,2.43,0.0145,872547.71,,-21575468.24,1064267.51,172538236.93,111883850.77
0.25,839252,null,null,2.02,0.1162,6329455.19,,8852089.00,6388971.23,161392984.97,104790280.18
-0.02,839253,null,null,1.58,-0.0342,-458542.87,,-5698468.94,-1250145.05,85738120.71,49436589.65
-0.16,839254,null,null,6.21,-0.0411,-1948547.56,,4041634.30,-3320850.04,123938976.63,32578658.73
0.60,839255,null,null,2.00,0.2443,6624725.81,,3991242.43,5209668.50,149492737.65,127222332.02
-0.40,839256,null,null,0.30,-0.7863,-34768148.09,,-298589669.26,-40992895.57,125902037.35,99538261.87
0.19,839257,null,null,2.17,0.0890,4212665.91,,16052925.38,4469696.54,68488184.25,20857229.32
0.24,839258,null,null,2.10,0.1190,6107747.41,,10315797.36,6561291.24,98387563.57,42685810.77
null,839260,null,null,null,null,null,,null,null,null,null
-0.11,839261,null,null,0.73,-0.2241,-549021.79,,-2445042.43,-1187900.78,45357429.88,41405686.58
-0.04,839262,null,null,1.35,-0.0339,-2053011.13,,-14575190.13,-2172747.70,148398689.14,83180008.25
0.08,839263,null,null,1.92,-0.0328,400333.96,,1872343.74,-421052.64,40292807.58,30207134.57
0.08,839265,null,null,1.00,-0.0665,null,,-151322.31,-533455.54,13824260.67,104164.76
0.08,839266,null,null,1.17,0.0710,3256346.68,,3433722.84,3732755.58,115281858.85,68617715.14
0.05,839267,null,null,1.06,0.0282,1484347.47,,-1462648.40,1737084.22,33499941.58,1797317.57
0.32,839268,null,null,1.40,0.2174,4778185.51,,5316261.26,5162031.77,73320455.08,52395451.23
null,839269,null,null,null,null,null,,null,null,null,null
-0.14,839270,null,null,0.52,-0.4124,-683793.41,,-3647876.35,-1224419.15,7891097.53,5285105.73
0.24,839271,null,null,1.52,0.1678,12042767.42,,22635938.46,13815581.88,100109648.11,24101946.44
null,839272,null,null,null,null,null,,null,null,null,null
0.17,839273,null,null,2.27,0.0532,7076696.70,,23946748.34,5887852.15,243253105.44,143960064.42
null,839274,null,null,null,null,null,,null,null,null,null
0.14,839275,null,null,1.08,0.1216,5590341.56,,2822679.08,5870226.29,70974974.50,24670695.14
0.14,839276,null,null,1.73,0.0833,14155425.09,,34810308.62,15819622.26,273668823.46,100852792.40
0.29,839277,null,null,2.17,0.0740,2317520.83,,4121027.68,1607670.38,24893284.68,7561920.97
-0.11,839278,null,null,1.63,-0.0636,-1190395.52,,-731552.17,-1196526.61,24776215.77,7122604.78
0.11,839279,null,null,1.44,0.0951,567277.18,,1235752.07,602778.48,27016981.50,19807999.53
0.10,839280,null,null,1.44,0.0152,559873.34,,2554315.85,173212.54,18165767.40,8398046.45
null,839281,null,null,null,null,null,,null,null,null,null
0.11,839282,null,null,1.77,0.0651,3663674.96,,5394090.50,4702495.94,98981327.18,40663548.11
0.96,839283,null,null,4.86,0.1537,5194248.34,,8122518.22,4946811.18,46607047.90,22660786.45
0.19,839284,null,null,1.80,0.0888,7572918.87,,18105055.39,7631175.82,129538196.46,57640816.13
0.00,839285,null,null,0.70,-0.0346,72081.55,,-8003699.84,-494247.54,17253363.06,2920878.36
1.18,839286,null,null,4.88,0.2233,3535442.08,,7065362.00,4320381.56,55057568.94,40408091.59
0.13,839287,null,null,1.97,0.0444,2700196.31,,1847875.67,1034417.44,96924257.53,54150669.21
0.35,839288,null,null,3.69,0.0534,14239297.88,,45215462.42,15849163.65,188172795.90,32997562.49
-0.21,839289,null,null,0.94,-0.2770,-4599587.02,,-3027424.83,-6642088.98,40696834.96,19993450.60
-0.08,839290,null,null,1.51,-0.0487,-1661401.58,,7923736.66,-1756222.41,45203917.51,14938476.56
0.25,839291,null,null,1.48,0.1723,8912845.16,,14743468.81,10750362.94,88783609.06,37011961.33
0.40,839292,null,null,2.90,0.0875,4433907.17,,4993935.32,797260.56,63514006.33,27599147.94
-0.57,839293,null,null,2.02,-0.2462,-5657488.12,,-6937368.42,-5460857.76,92718401.56,66491124.65
0.55,839294,null,null,4.38,0.2338,45871059.22,,80284871.70,51972600.92,465808846.80,42973948.15
0.14,839295,null,null,1.69,0.0671,3142602.12,,10062791.33,3206696.02,68182676.79,24294745.77
null,839296,null,null,null,null,null,,null,null,null,null
0.14,839297,null,null,1.34,0.1155,3177480.28,,6378861.30,3746354.93,50911554.11,21279839.09
-0.17,839298,null,null,0.67,-0.2419,-1917194.65,,-4502899.55,-2569293.67,30404172.93,22992371.88
0.04,839299,null,null,1.23,0.0348,2487607.01,,6918504.23,3436551.59,107764042.61,32518679.46
-0.05,839300,null,null,1.16,-0.0565,-2199675.71,,1206787.47,-2796118.77,44626855.62,8487892.17
0.01,839302,null,null,1.44,-0.0212,292441.32,,2310723.88,-879267.99,31892401.65,3066618.54
0.04,839303,null,null,1.31,0.0081,2380508.85,,5892396.92,687753.02,121906540.59,49031506.26
-0.79,839304,null,null,0.73,-0.9701,-2376228.15,,-1321140.15,-3841851.05,22486993.56,20005129.03
0.03,839305,null,null,1.19,0.0302,1355395.68,,3625713.03,2370029.69,256731703.56,209257450.43
0.05,839306,null,null,1.48,0.0354,8332165.10,,39220203.13,11064859.65,393724976.55,154950230.06
0.05,839307,null,null,1.12,0.0308,1744685.12,,2488349.46,1829215.83,64507393.08,23980194.00
0.04,839308,null,null,1.01,0.0017,441760.84,,21114.12,19915.40,30629273.79,20524753.09
0.19,839309,null,null,3.78,0.0434,1512983.31,,2138287.08,1430375.43,52545156.56,23072405.97
0.04,839310,null,null,2.09,-0.0623,327358.31,,4260036.18,-1445211.80,67188052.16,44141676.99
0.06,839312,null,null,1.52,0.0360,860675.02,,5621220.22,937045.18,55022544.42,31267542.01
0.18,839313,null,null,1.45,0.0611,2296232.72,,3943356.98,1421891.14,70762444.92,52812715.43
0.01,839314,null,null,1.12,0.0106,533226.75,,2340482.24,463200.40,189577712.15,77132612.92
-0.06,839315,null,null,0.55,-0.1571,-500697.55,,-3534710.88,-716015.92,4832966.38,491933.60
null,839316,null,null,null,null,null,,null,null,null,null
-0.44,839317,null,null,0.88,-0.3979,-4537467.69,,-6176048.01,-4535572.43,19761388.13,10626673.15
0.08,839318,null,null,1.20,0.0446,1592888.16,,2487261.52,1251149.25,27338148.01,2558081.69
0.01,839319,null,null,1.22,0.0087,498206.09,,1309515.85,451042.82,87923330.58,30300911.82
null,839320,null,null,null,null,null,,null,null,null,null
-0.01,839321,null,null,1.38,0.0050,-150843.10,,945894.96,841137.20,173084425.45,129696818.36
-0.07,839322,null,null,0.93,-0.0949,-681300.52,,-1443585.94,-979394.93,13439408.98,4161478.52
0.00,839324,null,null,1.09,-0.0106,11270.06,,1007727.15,-185183.24,16460709.31,3342264.71
0.05,839325,null,null,1.35,0.0000,505763.38,,2730085.18,26745.88,32059703.79,17317266.03
0.04,839326,null,null,1.12,0.0047,1318462.74,,3427897.24,217340.35,67435406.55,28160702.63
-0.03,839327,null,null,null,0.0047,null,,null,null,null,null
-0.18,839328,null,null,1.76,-0.1219,-3580497.18,,-2251994.74,-4549635.38,40474799.15,4564661.92
null,839329,null,null,1.11,0.0531,104894.17,,-1432319.87,755897.45,86014753.03,59863758.31
0.13,839330,null,null,1.40,-0.0404,1403461.65,,3943152.49,-104841.84,18265236.19,2876959.12
-0.10,839332,null,null,0.85,-0.2006,-1572280.48,,-2800631.92,-1547285.84,14505716.58,1774677.93
-0.14,839333,null,null,1.43,-0.1243,-2763592.59,,4060842.87,-3713892.60,45941371.99,16740756.27
